,property_type,property_subtype,immo_code,location,postcode,province,region,price,address,energy_class,primary_energy_consumption,furnished,terrace,terrace_surface,plot_surface,living_room_surface,frontages,construction_year,building_condition,bedrooms,bathrooms,shower_rooms,office,toilets,kitchen_type,heating_type,price_orig
4403,apartment,apartment,10654887,knokke,8300,West-Vlaanderen,Flanders,245000,Dumortierlaan 89,B,174,0,0,0,0,0,2,1964,0,1,1,0,0,0,0,Gas,€245000
4404,apartment,flat-studio,10654886,knokke-heist,8300,West-Vlaanderen,Flanders,249000,Dumortierlaan 89,B,133,0,0,0,0,0,2,1964,0,1,1,0,0,0,0,0,€249000
4406,apartment,apartment,10654884,heist-aan-zee,8301,West-Vlaanderen,Flanders,319000,Dumortierlaan 89,C,233,0,0,0,0,0,2,1964,0,2,1,0,0,0,0,Gas,€319000
4407,apartment,apartment,10654882,knokke,8300,West-Vlaanderen,Flanders,379000,Dumortierlaan 89,C,205,0,0,0,0,0,2,1965,As new,1,1,0,0,1,0,0,€379000
4408,apartment,apartment,10654881,knokke,8300,West-Vlaanderen,Flanders,415000,Dumortierlaan 89,B,130,0,0,0,0,0,2,1978,Good,2,1,0,0,0,0,Gas,€415000
4410,apartment,apartment,10654879,knokke-heist,8300,West-Vlaanderen,Flanders,429000,Dumortierlaan 89,B,115,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,€429000
4412,apartment,apartment,10654877,knokke-heist,8300,West-Vlaanderen,Flanders,445000,Dumortierlaan 89,A,66,0,0,0,0,0,2,2017,0,1,1,3,0,1,0,0,€445000
4413,apartment,apartment,10654876,knokke-heist,8300,West-Vlaanderen,Flanders,445000,Dumortierlaan 89,B,119,0,0,0,0,0,2,1977,0,1,1,0,0,0,0,0,€445000
4414,apartment,apartment,10654874,knokke,8300,West-Vlaanderen,Flanders,475000,Dumortierlaan 89,D,314,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,€475000
4415,apartment,apartment,10654873,knokke-heist,8300,West-Vlaanderen,Flanders,460000,Dumortierlaan 89,C,240,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,€460000
4417,apartment,apartment,10654871,knokke,8300,West-Vlaanderen,Flanders,485000,Dumortierlaan 89,A,95,0,0,0,0,0,2,2018,Good,2,2,0,0,0,0,Gas,€485000
4419,apartment,penthouse,10654869,knokke,8300,West-Vlaanderen,Flanders,499000,Dumortierlaan 89,E,456,0,0,0,0,0,2,1969,Good,2,1,0,0,1,0,0,€499000
4420,apartment,apartment,10654866,knokke,8300,West-Vlaanderen,Flanders,515000,Dumortierlaan 89,B,145,0,0,0,0,0,2,1968,Good,2,1,0,0,0,0,0,€515000
4421,apartment,apartment,10654865,knokke,8300,West-Vlaanderen,Flanders,525000,Dumortierlaan 89,B,175,0,0,0,0,0,2,1992,Good,2,0,0,0,0,0,Gas,€525000
4423,apartment,apartment,10654863,knokke,8300,West-Vlaanderen,Flanders,545000,Dumortierlaan 89,B,192,0,0,0,0,0,2,1988,Good,2,1,0,0,0,0,0,€545000
4424,apartment,apartment,10654862,knokke,8300,West-Vlaanderen,Flanders,554000,Dumortierlaan 89,B,158,0,0,0,0,0,2,2017,Good,2,1,0,0,0,0,0,€554000
4425,apartment,apartment,10654861,knokke,8300,West-Vlaanderen,Flanders,565000,Dumortierlaan 89,B,181,0,0,0,0,0,2,1967,0,2,1,4,0,0,0,0,€565000
4426,apartment,apartment,10654860,knokke,8300,West-Vlaanderen,Flanders,565000,Dumortierlaan 89,C,207,0,0,0,0,0,2,2002,Good,2,1,0,0,0,0,0,€565000
4427,apartment,apartment,10654859,knokke-heist,8300,West-Vlaanderen,Flanders,565000,Dumortierlaan 89,C,238,0,0,0,0,0,2,0,Good,2,1,0,0,1,0,Gas,€565000
4428,apartment,apartment,10654858,knokke-heist,8300,West-Vlaanderen,Flanders,594000,Dumortierlaan 89,B,113,0,0,0,0,0,2,1976,0,3,2,0,0,1,0,0,€594000
4429,apartment,apartment,10654857,knokke,8300,West-Vlaanderen,Flanders,565000,Dumortierlaan 89,B,128,0,0,0,0,0,2,0,Good,2,1,0,0,0,0,0,€565000
4430,apartment,apartment,10654855,knokke,8300,West-Vlaanderen,Flanders,599000,Dumortierlaan 89,B,102,0,0,0,0,0,2,1977,0,2,1,0,0,0,0,Gas,€599000
4431,apartment,apartment,10654854,knokke,8300,West-Vlaanderen,Flanders,635000,Dumortierlaan 89,B,125,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,€635000
4433,apartment,apartment,10654848,knokke-heist,8300,West-Vlaanderen,Flanders,615000,Dumortierlaan 89,B,129,0,0,0,0,0,2,1977,Good,2,1,0,0,0,0,0,€615000
4434,apartment,apartment,10654847,knokke,8300,West-Vlaanderen,Flanders,669000,Dumortierlaan 89,B,169,0,0,0,0,0,2,1967,Good,3,1,0,0,0,0,Gas,€669000
4435,apartment,apartment,10654846,knokke,8300,West-Vlaanderen,Flanders,675000,Dumortierlaan 89,B,164,0,0,0,0,0,2,0,0,2,1,0,0,0,0,Gas,€675000
4436,apartment,apartment,10654845,knokke,8300,West-Vlaanderen,Flanders,685000,Dumortierlaan 89,C,213,0,0,0,0,0,2,2010,0,2,2,0,0,1,0,Gas,€685000
4437,apartment,apartment,10654844,knokke,8300,West-Vlaanderen,Flanders,695000,Dumortierlaan 89,B,156,0,0,0,0,0,2,1989,0,2,1,0,0,0,0,Gas,€695000
4438,apartment,apartment,10654843,knokke,8300,West-Vlaanderen,Flanders,695000,Dumortierlaan 89,C,209,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,€695000
4439,apartment,apartment,10654842,knokke,8300,West-Vlaanderen,Flanders,695000,Dumortierlaan 89,B,150,0,0,0,0,0,2,1992,0,2,2,4,0,0,0,Gas,€695000
4440,apartment,apartment,10654841,knokke-heist,8300,West-Vlaanderen,Flanders,695000,Dumortierlaan 89,B,122,0,0,0,0,0,2,0,As new,3,2,0,0,0,0,0,€695000
4441,apartment,apartment,10654840,knokke-heist,8300,West-Vlaanderen,Flanders,695000,Dumortierlaan 89,C,252,0,0,0,0,0,2,1981,0,2,1,0,0,1,0,Electric,€695000
4442,apartment,apartment,10654839,knokke-heist,8300,West-Vlaanderen,Flanders,695000,Dumortierlaan 89,A,93,0,0,0,0,0,2,2004,0,2,2,0,0,0,0,0,€695000
4445,apartment,apartment,10654836,knokke,8300,West-Vlaanderen,Flanders,735000,Dumortierlaan 89,C,204,0,0,0,0,0,2,2004,Good,2,1,0,0,0,0,Gas,€735000
4446,apartment,apartment,10654834,knokke,8300,West-Vlaanderen,Flanders,749000,Dumortierlaan 89,A,83,0,0,0,0,0,2,2018,Good,2,1,0,0,0,0,Gas,€749000
4448,apartment,apartment,10654832,knokke,8300,West-Vlaanderen,Flanders,795000,Dumortierlaan 89,B,125,0,0,0,0,0,2,2009,Good,2,2,0,0,0,0,Gas,€795000
4449,apartment,apartment,10654831,knokke,8300,West-Vlaanderen,Flanders,795000,Dumortierlaan 89,C,215,0,0,0,0,0,2,1971,0,3,2,0,0,0,0,0,€795000
4450,apartment,apartment,10654830,knokke-heist,8300,West-Vlaanderen,Flanders,795000,Dumortierlaan 89,B,173,0,0,0,0,0,2,2005,0,2,2,0,0,0,0,0,€795000
4451,house,house,10654829,mechelen,2800,Antwerpen,Flanders,190000,Dorp 35,F,606,0,0,0,79,39,2,1930,Good,3,1,0,0,1,0,Electric,€190000
4452,apartment,apartment,10654828,mechelen,2800,Antwerpen,Flanders,340000,Dorp 35,B,116,0,0,0,0,0,0,2008,Good,1,1,0,0,1,0,Gas,€340.000.
4453,apartment,apartment,10654827,knokke-heist,8300,West-Vlaanderen,Flanders,795000,Dumortierlaan 89,B,105,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,€795000
4456,apartment,duplex,10654817,knokke-heist,8300,West-Vlaanderen,Flanders,835000,Dumortierlaan 89,B,137,0,0,0,0,0,2,2003,0,3,2,0,0,2,0,0,€835000
4458,apartment,apartment,10654814,knokke,8300,West-Vlaanderen,Flanders,895000,Dumortierlaan 89,A,97,0,0,0,0,0,2,2008,Good,3,2,0,0,3,0,0,€895000
4460,apartment,apartment,10654812,knokke-heist,8300,West-Vlaanderen,Flanders,895000,Dumortierlaan 89,C,245,0,0,0,0,0,2,2022,0,2,1,5,0,1,0,0,€895000
4462,apartment,apartment,10654809,knokke,8300,West-Vlaanderen,Flanders,935000,Dumortierlaan 89,B,129,0,0,0,0,0,2,0,0,3,2,0,0,0,0,Gas,€935000
4464,apartment,apartment,10654807,knokke,8300,West-Vlaanderen,Flanders,1090000,Dumortierlaan 89,A,83,0,0,0,0,0,2,1990,0,3,2,0,0,0,0,0,€1090000
4465,apartment,apartment,10654806,knokke-heist,8300,West-Vlaanderen,Flanders,1095000,Dumortierlaan 89,B,175,0,0,0,0,0,2,2004,0,3,2,0,0,2,0,0,€1095000
4466,apartment,apartment,10654805,knokke,8300,West-Vlaanderen,Flanders,1150000,Dumortierlaan 89,B,188,0,0,0,0,0,2,0,0,3,2,0,0,2,0,Gas,€1150000
4468,apartment,apartment,10654803,knokke,8300,West-Vlaanderen,Flanders,1150000,Dumortierlaan 89,B,140,0,0,0,0,0,2,1885,0,3,2,0,0,2,0,0,€1150000
4469,apartment,apartment,10654802,knokke,8300,West-Vlaanderen,Flanders,1190000,Dumortierlaan 89,A,89,0,0,0,0,0,2,1990,0,2,1,0,0,0,0,Gas,€1190000
4470,apartment,apartment,10654801,knokke,8300,West-Vlaanderen,Flanders,1350000,Dumortierlaan 89,C,224,0,0,0,0,0,2,1967,0,2,2,0,0,0,0,0,€1350000
4474,apartment,apartment,10654797,knokke,8300,West-Vlaanderen,Flanders,1830000,Dumortierlaan 89,B,145,0,0,0,0,0,2,2009,As new,4,3,0,0,0,0,Gas,€1830000
4477,apartment,apartment,10654794,knokke,8300,West-Vlaanderen,Flanders,2195000,Dumortierlaan 89,B,154,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,€2195000
4478,apartment,apartment,10654791,knokke,8300,West-Vlaanderen,Flanders,2685000,Dumortierlaan 89,C,226,0,0,0,0,0,2,0,0,3,2,0,0,0,0,Gas,€2685000
4479,apartment,apartment,10654785,knokke-heist,8300,West-Vlaanderen,Flanders,2800000,Dumortierlaan 89,E,464,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,€2800000
4480,house,villa,10654781,knokke-heist,8300,West-Vlaanderen,Flanders,3350000,Dumortierlaan 89,C,236,0,0,0,536,0,0,0,0,5,2,0,0,0,0,0,€3350000
4481,apartment,apartment,10654780,knokke,8300,West-Vlaanderen,Flanders,3495000,Dumortierlaan 89,B,168,0,0,0,0,0,2,0,Good,2,2,0,0,0,0,Gas,€3495000
4483,apartment,apartment,10654778,knokke-heist,8300,West-Vlaanderen,Flanders,4295000,Dumortierlaan 89,A,91,0,1,0,0,0,2,2011,0,3,2,0,0,1,0,Gas,€4295000
4484,apartment,apartment,10654777,knokke-heist,8300,West-Vlaanderen,Flanders,4600000,Dumortierlaan 89,A,91,0,1,0,0,0,2,2011,0,3,2,0,0,1,0,0,€4600000
4486,apartment,duplex,10654744,knokke-heist,8300,West-Vlaanderen,Flanders,3750000,Kustlaan 259,B,120,0,1,38,0,0,2,2012,Good,4,3,0,0,0,0,Electric,€3750000
4487,house,house,10654732,tielt-winge,3390,Vlaams-Brabant,Flanders,375000,Tervuursevest 11,C,289,0,0,0,501,0,3,1994,Good,4,2,0,0,3,0,Fuel oil,€375000
4489,house,house,10654726,ieper,8900,West-Vlaanderen,Flanders,399000,Dikkebusseweg 99,D,307,0,0,0,488,52,3,0,Good,4,1,0,0,2,0,Gas,€399000
4492,house,house,10654723,olen,2250,Antwerpen,Flanders,409000,PARKLAAN 46,C,241,0,0,0,942,0,4,1993,Good,6,1,0,0,2,0,Gas,€409000
4493,house,house,10654722,turnhout,2300,Antwerpen,Flanders,349000,PARKLAAN 46,E,482,0,0,0,223,43,3,1993,Good,3,1,0,1,2,0,Gas,€349000
4494,house,house,10654721,destelbergen,9070,Oost-Vlaanderen,Flanders,500000,Grotesteenweg-Noord 2,F,777,0,0,0,850,0,0,0,To renovate,3,0,0,0,0,0,0,€500000
4495,house,house,10654718,tremelo,3128,Vlaams-Brabant,Flanders,439000,Veldonkstraat 5,C,220,0,1,0,1556,0,4,1976,To be done up,6,1,0,0,2,Installed,0,€439000
4496,house,house,10654717,de%20panne,8660,West-Vlaanderen,Flanders,325000,Duinkerkelaan 50,E,459,1,0,0,112,0,2,1962,Good,4,2,0,0,2,Installed,0,€325000
4497,apartment,flat-studio,10654716,koksijde,8670,West-Vlaanderen,Flanders,90000,Duinkerkelaan 50,B,127,1,0,0,0,0,1,1965,Good,0,1,0,0,1,0,0,€90000
4498,house,house,10654709,nieuwkerken-waas,9100,Oost-Vlaanderen,Flanders,429000,Mercatorstraat 64,F,553,0,0,0,1106,35,3,1964,To renovate,3,1,0,0,2,0,0,€429000
4499,house,house,10654707,roeselare,8800,West-Vlaanderen,Flanders,200000,Noordlaan 51,D,367,0,0,0,171,0,3,1968,Good,3,1,0,0,1,0,Gas,€200000
4500,apartment,triplex,10654706,roeselare,8800,West-Vlaanderen,Flanders,325000,Noordlaan 51,B,134,0,0,0,0,37,2,1997,As new,3,1,0,0,2,Installed,0,€325000
4501,house,house,10654703,halle,1500,Vlaams-Brabant,Flanders,295000,Minderbroedersstraat 8,F,564,0,1,0,151,0,2,1960,To renovate,2,1,0,0,2,0,Gas,€295000
4502,apartment,flat-studio,10654700,blankenberge,8370,West-Vlaanderen,Flanders,136000,Gistelsesteenweg 291,D,364,0,0,0,0,0,0,2000,Good,1,1,0,0,1,0,0,€136000
4503,apartment,penthouse,10654696,knokke,8300,West-Vlaanderen,Flanders,1195000,Lippenslaan 116,B,145,0,1,0,0,0,2,0,Good,4,3,0,0,4,0,Gas,€1195000
4504,house,house,10654695,wolvertem,1861,Vlaams-Brabant,Flanders,340000,Kerkhofstraat 76,C,292,0,1,30,170,0,2,1930,Good,3,1,0,0,0,Installed,Gas,€340000
4505,house,house,10654694,zandvliet,2040,Antwerpen,Flanders,289000,"Dascottelei, 152",F,921,1,0,0,0,35,0,1989,To be done up,1,1,0,0,1,Installed,0,€289000
4507,house,house,10642213,heusden-zolder,3550,Limburg,Flanders,329000,Kerkstraat 3,D,336,0,0,0,1039,37,4,1972,Good,3,1,0,0,2,Semi equipped,Fuel oil,€329000
4508,house,house,10654688,sint-niklaas,9100,Oost-Vlaanderen,Flanders,175000,Parklaan 59 bus1,C,214,0,0,0,43,0,2,1918,0,2,1,0,0,1,Installed,Gas,€175000
4509,house,house,10654687,drongen,9031,Oost-Vlaanderen,Flanders,850000,"Kortrijksesteenweg, 390 bus 001",B,198,0,0,0,1213,0,4,1995,Good,4,1,0,0,2,Not installed,Gas,€850000
4511,house,house,10654683,ville-en-hesbaye,4260,Liï¿½ge,Wallonia,390000,Rue Albert Ier 105,D,309,0,1,47,1913,25,0,0,0,4,0,1,0,0,Installed,Fuel oil,€390000
4512,house,house,10654681,rumst,2840,Antwerpen,Flanders,225000,Paalstraat 70,E,479,0,0,0,0,0,2,0,Good,3,1,0,0,1,Installed,Gas,€225000
4513,house,house,10654680,mi%C3%A9cret,5376,Namur,Wallonia,695000,Chaussée de Marche 398,C,250,0,0,0,12185,0,2,0,Good,3,1,1,0,0,Installed,Fuel oil,€695000
4514,house,house,10654678,bon-secours,7603,Hainaut,Wallonia,130000,Grand Place 14,D,319,0,0,0,240,16,2,0,0,2,1,0,0,0,Installed,Gas,€130000
4515,apartment,apartment,10654676,antwerp,2000,Antwerpen,Flanders,210000,Plantin en Moretuslei 135A,F,582,0,0,0,0,26,2,0,Good,1,1,0,0,1,Installed,Gas,€210000
4517,house,mixed-use-building,10654673,antwerp,2060,Antwerpen,Flanders,469000,Plantin en Moretuslei 135A,C,218,0,1,2,0,26,2,0,Just renovated,4,2,0,0,2,Installed,Gas,€469000
4518,house,mixed-use-building,10654672,antwerp,2060,Antwerpen,Flanders,469000,Plantin en Moretuslei 135A,C,218,0,1,2,0,26,2,0,Just renovated,4,2,0,0,2,Installed,Gas,€469000
4519,house,house,10654671,antwerp,2060,Antwerpen,Flanders,469000,Plantin en Moretuslei 135A,C,218,0,1,2,0,26,2,0,Just renovated,4,2,0,0,2,Installed,Gas,€469000
4520,apartment,duplex,10654669,antwerp,2000,Antwerpen,Flanders,210000,Plantin en Moretuslei 135A,F,582,0,0,0,0,26,2,0,Good,1,1,0,0,1,Installed,Gas,€210000
4522,house,house,10618071,baudour,7331,Hainaut,Wallonia,90000,69 route d'Ath,D,265,0,0,0,0,13,2,0,Good,1,1,0,0,1,Installed,Gas,€90000
4530,house,house,10654648,villers-saint-amand,7812,Hainaut,Wallonia,350000,rue du Moulin n° 21,C,182,0,0,0,414,0,0,0,Good,3,1,0,0,1,Not installed,Gas,€350000
4531,house,house,10654646,opgrimbie,3630,Limburg,Flanders,335000,Guido Gezellelaan 44,C,278,0,1,0,638,0,4,1976,Good,3,1,1,0,3,Semi equipped,Fuel oil,€335000
4532,house,house,10654645,pont-de-loup,6250,Hainaut,Wallonia,129000,Rue Charles Dupret 13,G,560,0,0,0,324,0,3,0,0,3,0,1,0,1,0,0,€129000
4533,apartment,apartment,10654643,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,137500,Vismarkt 10 c,G,527,0,1,2,0,0,4,2004,Good,1,1,0,0,1,Installed,Electric,€137500
4534,apartment,apartment,10654642,brussels%20city,1000,Brussels Hoofdstedelijk Gewest,Brussels,237500,Vismarkt 10 c,D,200,1,1,3,0,28,2,2009,Good,1,1,0,0,1,USA hyper equipped,Electric,€237500
4535,house,villa,10654641,edegem,2650,Antwerpen,Flanders,1680000,Berkenlaan 44,E,403,0,0,0,2450,0,4,0,Good,3,3,0,0,0,Installed,Gas,€1680000
4536,house,villa,10654640,edegem,2650,Antwerpen,Flanders,3850000,Berkenlaan 44,F,548,0,0,0,6635,0,4,0,Good,6,2,0,0,0,Installed,Gas,€3850000
4537,apartment,flat-studio,10654639,brussels%20city,1000,Brussels Hoofdstedelijk Gewest,Brussels,149000,Vismarkt 10 c,E,241,1,0,0,0,25,2,2013,Good,0,1,0,0,1,Installed,Electric,€149000
4538,apartment,penthouse,10654638,brussels%20city,1000,Brussels Hoofdstedelijk Gewest,Brussels,479000,Vismarkt 10 c,E,240,0,1,27,0,62,2,2011,Good,3,2,0,0,2,USA hyper equipped,0,€479000
4539,house,house,10654637,antwerp,2170,Antwerpen,Flanders,475000,Museumstraat 50,B,166,0,1,0,204,0,3,0,Good,4,1,0,0,0,Semi equipped,0,€475000
4540,house,house,10654636,li%C3%A8ge%20grivegn%C3%A9e,4030,Liï¿½ge,Wallonia,109000,Rue de Herve 70,F,502,0,1,12,53,12,3,0,Good,1,1,0,0,2,Installed,Gas,€109000
4541,house,house,10654635,sinaai,9112,Oost-Vlaanderen,Flanders,349000,Grote Markt 52,D,312,0,0,0,372,0,3,1973,Good,3,1,0,0,2,Installed,Fuel oil,€349000
4542,apartment,duplex,10654630,wemmel,1780,Vlaams-Brabant,Flanders,585000,de Limburg Stirumlaan 166,A,67,0,1,50,0,26,3,2020,As new,2,2,2,1,3,USA hyper equipped,0,€585000
4543,house,house,10654628,li%C3%A8ge,4000,Liï¿½ge,Wallonia,410000,Quai des Ardennes 1,B,159,0,1,20,125,22,2,0,Good,4,1,1,0,2,Installed,Gas,€410000
4544,apartment,apartment,10654627,fl%C3%89ron,4620,Liï¿½ge,Wallonia,175000,Quai des Ardennes 1,D,303,0,0,0,0,35,2,0,Good,1,1,0,0,1,Installed,Gas,€175000
4546,house,house,10654625,arsimont,5060,Namur,Wallonia,179000,"Rue de la Station, 64",D,280,0,0,0,529,0,3,0,0,2,1,0,0,0,USA installed,0,€179000
4547,apartment,triplex,10654624,rixensart%20genval,1332,Brabant wallon,Wallonia,580000,16 rue Bois Lionnet,B,150,0,1,0,0,40,2,2007,As new,4,2,1,0,2,USA installed,0,€580000
4548,house,house,10654622,oostende,8400,West-Vlaanderen,Flanders,289000,Koningsstraat 23,B,110,0,1,0,111,37,0,0,As new,3,0,0,0,1,Hyper equipped,Gas,€289000
4549,apartment,flat-studio,10494820,middelkerke,8430,West-Vlaanderen,Flanders,159000,Zeedijk 63,C,245,1,0,0,0,0,0,0,Just renovated,0,1,0,0,1,Installed,Electric,€159000
4552,apartment,apartment,10654607,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,330000,Place Communale 8,G,470,1,0,0,0,27,2,1958,Good,2,1,0,0,1,USA installed,Fuel oil,€330000
4553,apartment,apartment,10654600,merksem%20%28antwerpen%29,2170,Antwerpen,Flanders,199000,Lambrechtshoekenlaan 169,D,378,0,1,13,0,36,2,1983,Good,2,1,0,0,0,0,Gas,€199000
4554,house,bungalow,10654591,aalter,9910,Oost-Vlaanderen,Flanders,478000,Stationstraat 25,F,765,0,1,40,1539,48,4,0,To renovate,3,1,0,0,2,0,0,€478000
4555,house,house,10654590,laarne,9270,Oost-Vlaanderen,Flanders,475000,Heusdendorp 7,D,351,0,1,80,1356,18,3,1946,Good,2,1,1,0,3,Installed,Gas,€475000
4556,apartment,apartment,10654588,soignies,7060,Hainaut,Wallonia,244000,Rue de Mons 63,C,216,0,1,0,0,0,0,0,Good,3,2,0,0,0,0,0,€244000
4557,apartment,apartment,10654583,namur,5000,Namur,Wallonia,165000,Avenue du Bourgmestre Jean Materne 96/1,B,159,0,0,0,0,0,2,0,As new,1,1,1,0,1,Installed,Gas,€165000
4558,apartment,apartment,10654582,merksem,2170,Antwerpen,Flanders,155000,Lambrechtshoekenlaan 169,D,345,0,1,1,0,26,2,1975,To be done up,2,1,0,0,0,0,Gas,€155000
4559,apartment,apartment,10654581,waterloo,1410,Brabant wallon,Wallonia,550000,Avenue Louise 480,B,93,0,1,11,0,0,2,2023,0,3,2,1,0,1,Installed,0,€550000
4560,house,house,10654580,diksmuide,8600,West-Vlaanderen,Flanders,349000,De Breyne Pellaertstraat 13,D,346,0,1,10,137,91,0,0,Good,4,0,0,0,2,Installed,Gas,€349000
4561,house,house,10654579,de%20panne,8660,West-Vlaanderen,Flanders,345000,Kinderlaan 17,D,392,0,1,64,117,45,2,0,As new,3,0,0,0,2,Hyper equipped,Gas,€345000
4563,house,house,10654576,wideumont%20village,6800,Luxembourg,Wallonia,199000,Rue du Commerce 25,D,284,0,0,0,363,0,3,0,Good,3,1,0,0,1,Installed,Fuel oil,€199000
4564,house,house,10654575,wideumont%20village,6800,Luxembourg,Wallonia,210000,Rue du Commerce 25,C,193,0,0,0,357,0,3,0,Good,4,1,0,0,2,Installed,Fuel oil,€210000
4565,apartment,apartment-block,10654570,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,2000000,Avenue de Tervueren 180,G,365,0,0,0,140,0,3,1920,To renovate,12,9,9,0,9,Semi equipped,Electric,€2000000
4566,apartment,apartment-block,10654569,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,2000000,Avenue de Tervueren 180,G,365,0,0,0,140,0,3,1920,To renovate,12,9,9,0,9,Semi equipped,Electric,€2000000
4567,apartment,flat-studio,10620502,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,290000,Avenue Louise 251,B,82,0,0,0,0,26,2,2016,As new,1,1,0,0,1,USA installed,Gas,€290000
4576,house,house,10654553,kortrijk,8500,West-Vlaanderen,Flanders,525000,Doorniksewijk 41,D,366,0,1,0,863,51,3,0,Good,4,0,0,0,2,Installed,Gas,€525000
4577,house,house,10654552,zeebrugge,8380,West-Vlaanderen,Flanders,297000,Grote Markt 1,C,297,0,1,0,210,0,0,0,Good,3,0,0,0,1,Installed,Gas,€297000
4579,house,villa,10654546,wezembeek-oppem,1970,Vlaams-Brabant,Flanders,975000,Rue Voot 4,C,282,0,1,40,733,45,4,1971,Good,5,3,0,1,4,Semi equipped,Fuel oil,€975000
4581,apartment,apartment,10654540,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,239000,"rue Guillaume Crocklaan, 2",G,422,0,0,0,0,24,0,0,0,1,1,0,0,2,Semi equipped,Gas,€239000
4582,apartment,apartment,10654539,schaerbeek,1030,Brussels Hoofdstedelijk Gewest,Brussels,199000,"rue Guillaume Crocklaan, 2",E,236,0,0,0,0,0,0,0,0,1,1,0,0,1,Semi equipped,Gas,€199000
4583,house,mixed-use-building,10654538,gosselies,6041,Hainaut,Wallonia,249000,Chaussée Brunehaut 415,E,397,0,1,0,126,0,3,0,Good,4,1,0,1,2,0,Gas,€249000
4584,house,house,10599823,p%C3%A9ruwelz,7600,Hainaut,Wallonia,310000,Grand Place 14,F,466,0,0,0,1786,33,4,0,0,3,1,0,0,1,Installed,Fuel oil,€310000
4585,house,house,10654537,bas%C3%A8cles,7971,Hainaut,Wallonia,120000,Grand Place 14,G,881,0,0,0,331,30,3,0,0,2,1,0,0,1,Installed,Fuel oil,€120000
4586,house,house,10654536,blaton,7321,Hainaut,Wallonia,260000,Grand Place 14,E,396,0,0,0,843,47,4,0,0,3,1,0,0,1,Installed,Electric,€260000
4587,house,house,10654534,meerhout,2450,Antwerpen,Flanders,249000,Kapittelhof 22,F,1053,0,0,0,550,0,4,1955,To renovate,4,1,0,0,0,Not installed,0,€249000
4590,apartment,apartment,10654531,leuze-en-hainaut,7900,Hainaut,Wallonia,150000,Grand Place 14,D,332,0,0,0,0,19,2,0,0,2,1,0,0,1,Installed,Gas,€150000
4592,house,villa,10654516,embourg,4053,Liï¿½ge,Wallonia,399000,rue de Louveigné 30b,F,480,0,1,0,1265,0,4,1988,To be done up,4,2,0,0,0,0,Gas,€399000
4593,house,house,10585937,grivegn%C3%A9e,4030,Liï¿½ge,Wallonia,229900,Rue des Fories 2,D,283,0,1,28,75,0,2,0,Good,3,1,0,1,2,0,Gas,€229900
4594,apartment,duplex,10654515,%C2%A9caussinnes,7190,Hainaut,Wallonia,180000,Avenue du centenaire  53/4,F,474,0,0,0,0,28,2,1977,Good,4,1,0,0,1,Installed,Gas,€180000
4597,house,house,10654504,zaventem,1930,Vlaams-Brabant,Flanders,279000,Av. Henri Conscience 74,F,738,0,0,0,160,30,3,0,Good,3,1,0,0,1,0,Gas,€279000
4599,apartment,apartment,10574198,antwerpen%201,2018,Antwerpen,Flanders,320000,Leopoldstraat 49,B,140,0,1,0,0,0,2,0,0,1,1,0,0,0,Installed,Gas,€320000
4607,apartment,apartment,10574171,antwerpen%201,2018,Antwerpen,Flanders,320000,Leopoldstraat 49,B,178,0,1,7,0,0,2,0,0,1,1,0,0,0,Installed,Gas,€320000
4608,house,house,10379845,st-niklaas,9100,Oost-Vlaanderen,Flanders,529000,Ten Bos 11,D,324,0,1,0,911,0,4,1979,Good,4,1,0,0,2,Hyper equipped,Fuel oil,€529000
4609,house,villa,10654481,housse,4671,Liï¿½ge,Wallonia,395000,Avenue Franklin Roosevelt 22A,E,347,0,1,12,1155,36,4,1973,0,3,1,0,0,1,Installed,Fuel oil,€395000
4610,house,mansion,10654464,saint-remy%20%28blegny%29,4672,Liï¿½ge,Wallonia,410000,Avenue Franklin Roosevelt 22A,D,320,0,0,0,1270,0,4,0,0,7,1,0,0,2,Installed,Fuel oil,€410000
4611,apartment,apartment,10654463,evere,1140,Brussels Hoofdstedelijk Gewest,Brussels,310000,Chaussée de Waterloo 1382,B,74,1,1,5,0,34,2,2015,As new,1,1,1,0,1,USA hyper equipped,Gas,€310000
