,property_type,property_subtype,immo code,Location,Postcode,Province,Region,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,Price2,Price_orig,Terrace2
3981,house,house,10656121,menen,8930,West-Vlaanderen,Flanders,429000,Ieperstraat 134,3,B,171.0,0,0,0,658,30,0,2008,As new,0,1,0,1,1,0,Gas,429000,€429000,0
3983,apartment,penthouse,10656116,aalter,9880,Oost-Vlaanderen,Flanders,215000,Stationsstraat 40,1,C,272.0,0,0,0,0,0,0,2004,0,0,1,0,0,1,0,0,215000,€215000,0
3986,apartment,apartment,10656101,knokke,8300,West-Vlaanderen,Flanders,575000,Kerkstraat 56,1,B,126.0,1,1,0,0,0,0,1998,Just renovated,0,1,0,0,1,Hyper equipped,Gas,575000,€575000,1
3987,house,house,10656100,sint-truiden,3800,Limburg,Flanders,335000,Mielenweg 7,3,B,179.0,0,0,0,371,0,0,1990,As new,0,1,0,0,1,Installed,Gas,335000,€335000,0
3988,house,villa,10656098,houthulst,8650,West-Vlaanderen,Flanders,989000,Wijnendalestraat 151/b,4,A,69.0,0,1,300,2537,0,0,2012,As new,0,2,0,0,1,Installed,0,989000,€989000,1
3989,apartment,apartment-block,10656097,harelbeke,8530,West-Vlaanderen,Flanders,2200000,Deerlijksesteenweg 6,0,B,197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200000,€2200000,0
3991,apartment,apartment,10656093,nieuwpoort,8620,West-Vlaanderen,Flanders,430000,R. Orlentpromenade 13/00.01,1,A,81.0,1,0,0,0,0,0,2012,As new,0,1,0,1,1,0,0,430000,€430000,0
3992,apartment,duplex,10656086,knokke,8300,West-Vlaanderen,Flanders,795000,Lippenslaan 187,3,B,176.0,0,0,0,0,0,0,2005,0,0,2,0,0,0,0,0,795000,€795000,0
3994,house,house,10656084,oudenaarde,9700,Oost-Vlaanderen,Flanders,395000,ooikeplein 2a,3,A,100.0,0,1,0,243,0,0,1939,0,0,1,0,0,0,Hyper equipped,Gas,395000,€395000,1
3995,house,house,10563005,durbuy,6940,Luxembourg,Wallonia,325000,"En Charotte, 10",3,E,371.0,0,0,0,1800,0,0,0,0,0,1,0,0,0,0,Fuel oil,325000,€325000,0
3996,house,house,10656083,kortemark,8610,West-Vlaanderen,Flanders,99000,Jonkershovestraat101/H,3,F,612.0,0,0,0,0,0,0,0,To renovate,0,0,0,0,0,0,0,99000,€99000,0
4002,apartment,apartment,10656067,putte,2580,Antwerpen,Flanders,289000,Mechelbaan 445,2,B,178.0,0,1,0,0,0,0,1996,0,0,1,0,0,1,Hyper equipped,Gas,289000,€289000,1
4003,house,house,10656065,bonheiden,2820,Antwerpen,Flanders,475000,Mechelbaan 445,3,B,172.0,0,1,0,400,0,0,0,0,0,2,0,0,2,Hyper equipped,Gas,475000,€475000,1
4004,house,house,10656063,gavere,9890,Oost-Vlaanderen,Flanders,950000,Kortrijksesteenweg 241A,5,F,797.0,0,0,0,3109,0,0,0,To renovate,0,1,0,0,2,0,0,950000,€950000,0
4005,apartment,apartment,10656062,turnhout,2300,Antwerpen,Flanders,189000,Rubensstraat 147,3,C,232.0,0,0,0,0,42,3,1972,To be done up,0,1,0,0,1,Installed,0,189000,€189000,0
4007,house,house,10656050,turnhout,2300,Antwerpen,Flanders,248000,Kempenlaan 32,2,C,261.0,0,1,0,95,30,2,0,Good,0,1,0,0,2,Semi equipped,Gas,248000,€248000,1
4009,house,house,10656045,merelbeke,9820,Oost-Vlaanderen,Flanders,299000,Zwijnaardsesteenweg 10,3,E,459.0,0,0,0,380,0,0,1919,To renovate,0,1,0,0,0,Installed,Gas,299000,€299000,0
4010,house,house,10656043,merelbeke,9820,Oost-Vlaanderen,Flanders,385000,Zwijnaardsesteenweg 10,3,B,140.0,0,0,0,120,0,0,1952,As new,0,1,0,0,1,0,0,385000,€385000,0
4011,house,house,10572080,jabbeke,8490,West-Vlaanderen,Flanders,349900,Pathoekeweg 120 B 1.01,3,D,355.0,0,1,0,1160,0,0,0,As new,0,1,0,0,1,0,0,349900,€349900,1
4012,house,house,10656041,sint-stevens-woluwe,1932,Vlaams-Brabant,Flanders,579000,De Kleetlaan 4,5,C,278.0,0,1,0,306,40,0,1935,As new,0,2,0,0,3,Installed,Gas,579000,€579000,1
4013,house,house,10656039,tongeren,3700,Limburg,Flanders,249000,Grote Markt 2,2,D,321.0,0,0,0,70,27,2,0,Just renovated,0,1,1,0,1,Installed,Electric,249000,€249000,0
4014,house,house,10656038,stalhille,8490,West-Vlaanderen,Flanders,337500,Pathoekeweg 120 B 1.01,3,D,355.0,0,1,0,1160,0,0,0,As new,0,1,0,0,1,0,0,337500,€337500,1
4015,apartment,penthouse,10656036,sint-denijs-westrem,9051,Oost-Vlaanderen,Flanders,330000,Kortrijksesteenweg 178,2,B,127.0,0,1,22,0,35,0,2012,0,0,1,0,0,1,0,0,330000,€330000,1
4016,apartment,apartment,10656028,deurne,2100,Antwerpen,Flanders,249900,Boterlaanbaan 323,3,C,281.0,0,1,4,0,0,0,1970,0,0,1,0,0,0,Installed,Gas,249900,€249900,1
4017,apartment,apartment,10656027,borgerhout,2140,Antwerpen,Flanders,249900,Boterlaanbaan 323,3,C,281.0,0,1,4,0,0,0,1970,0,0,1,0,0,0,Installed,Gas,249900,€249900,1
4018,apartment,apartment,10656023,kuurne,8520,West-Vlaanderen,Flanders,185000,Gentsesteenweg 24,3,B,153.0,0,0,0,0,0,0,1960,As new,0,1,0,0,0,USA installed,0,185000,€185000,0
4020,house,villa,10656019,drongen,9031,Oost-Vlaanderen,Flanders,435000,Kapellestraat 80,4,D,397.0,0,1,6,780,0,0,1970,0,0,1,0,1,1,Installed,Fuel oil,435000,€435000,1
4021,house,house,10656017,tielt,8700,West-Vlaanderen,Flanders,295000,Markt 15,3,B,198.0,0,1,0,191,0,0,0,0,0,1,0,0,2,Hyper equipped,Gas,295000,€295000,1
4022,apartment,apartment,10656015,nieuwpoort,8620,West-Vlaanderen,Flanders,355000,Albert I Laan 99,2,B,190.0,0,0,0,0,0,4,2002,As new,0,2,1,0,1,Installed,Electric,355000,€355000,0
4023,apartment,apartment,10656012,rumst,2840,Antwerpen,Flanders,215000,Sint-Laureysplein 18,2,C,223.0,0,0,0,0,26,0,1984,As new,0,1,0,0,1,Installed,Electric,215000,€215000,0
4024,house,house,10656010,melle,9090,Oost-Vlaanderen,Flanders,215000,Godshuisstraat 1,3,F,779.0,0,0,0,331,0,0,1875,To renovate,0,1,0,0,1,0,Gas,215000,€215000,0
4025,house,country-cottage,10656009,sint-kruis-winkel,9042,Oost-Vlaanderen,Flanders,675000,Godshuisstraat 1,4,D,360.0,0,1,0,6296,0,0,1875,As new,0,1,0,1,2,0,0,675000,€675000,1
4026,house,house,10656008,st-denijs-westrem,9051,Oost-Vlaanderen,Flanders,529000,Noordstraat 17,3,F,588.0,0,1,10,410,25,3,1930,To renovate,0,1,1,1,1,Semi equipped,0,529000,€529000,1
4027,house,house,10294373,zwevegem,8550,West-Vlaanderen,Flanders,256566,Wagenaarstraat 33,2,A,20.0,0,0,0,179,0,0,2021,0,0,0,0,0,0,0,0,256566,€256566,0
4028,apartment,apartment,10656004,schoten,2900,Antwerpen,Flanders,245000,Turnhoutsebaan 175,3,B,159.0,0,0,0,0,0,0,0,0,0,1,0,0,1,Installed,Gas,245000,€245000,0
4029,apartment,apartment,10342831,ieper,8900,West-Vlaanderen,Flanders,247600,Wagenaarstraat 33,2,A,36.0,0,1,72,0,0,0,0,0,0,1,0,0,1,0,0,247600,€247600,1
4030,apartment,apartment,10342830,ieper,8900,West-Vlaanderen,Flanders,310700,Wagenaarstraat 33,2,A,36.0,0,1,62,0,0,0,0,0,0,1,0,0,1,0,0,310700,€310700,1
4035,apartment,apartment,10656000,knokke-heist,8300,West-Vlaanderen,Flanders,1995000,Kustlaan 277,4,D,304.0,0,1,0,0,0,3,0,Just renovated,0,2,0,0,0,Hyper equipped,Gas,1995000,€1995000,1
4036,apartment,apartment,10655997,knokke-zoute,8300,West-Vlaanderen,Flanders,1245000,Kustlaan 277,3,B,197.0,0,0,0,0,0,2,0,As new,0,2,0,0,2,Hyper equipped,Fuel oil,1245000,€1245000,0
4037,house,house,10655994,sint-truiden,3800,Limburg,Flanders,245000,Opheersstraat 80A,4,F,717.0,0,0,0,327,0,0,1967,As new,0,1,0,0,0,Installed,Fuel oil,245000,€245000,0
4038,house,house,10655993,sint-truiden,3800,Limburg,Flanders,625000,Opheersstraat 80A,4,C,215.0,0,0,0,0,31,0,2001,As new,0,1,0,0,1,Installed,Gas,625000,€625000,0
4040,house,house,10655978,staden,8840,West-Vlaanderen,Flanders,279000,Esenweg 197,2,E,445.0,0,0,0,580,0,0,1977,Good,0,1,0,0,2,Installed,Gas,279000,€279000,0
4041,house,house,10655974,aalst,9300,Oost-Vlaanderen,Flanders,339000,Gentsesteenweg 145,3,B,141.0,0,1,17,150,65,0,1930,As new,0,1,0,0,1,Installed,Gas,339000,€339000,1
4044,apartment,apartment,10655963,deerlijk,8540,West-Vlaanderen,Flanders,185000,Overleiestraat 79,1,D,341.0,1,0,0,0,34,3,1969,Good,0,1,0,0,0,0,Fuel oil,185000,€185000,0
4045,house,house,10655961,tielt-winge,3390,Vlaams-Brabant,Flanders,225000,"Diestsesteenweg, 3",3,F,775.0,0,0,0,441,32,4,1962,To renovate,0,1,0,0,0,0,Fuel oil,225000,€225000,0
4046,house,house,10655960,kortrijk,8500,West-Vlaanderen,Flanders,425000,Overleiestraat 79,5,C,226.0,0,1,0,415,0,2,1930,To renovate,0,2,0,1,0,0,Gas,425000,€425000,1
4047,apartment,apartment,10655957,nieuwpoort,8620,West-Vlaanderen,Flanders,339000,Henri Jasparlaan 185,2,A,88.0,0,1,4,0,26,0,2011,As new,0,1,0,0,1,0,Gas,339000,€339000,1
4049,apartment,apartment,10655952,schoten,2900,Antwerpen,Flanders,309000,Bredabaan 133,2,B,133.0,0,1,0,0,0,0,1994,Good,0,1,0,0,1,Installed,Gas,309000,€309000,1
4050,house,house,10655951,brugge,8000,West-Vlaanderen,Flanders,375000,St-Amandsstraat 23,2,F,761.0,0,0,0,194,0,0,1850,0,0,0,0,0,0,0,Gas,375000,€375000,0
4051,house,house,10655950,roeselare,8800,West-Vlaanderen,Flanders,165000,St-Amandsstraat 23,3,F,958.0,0,0,0,141,27,0,1961,To be done up,0,1,0,0,0,0,0,165000,€165000,0
4052,house,house,10655949,oostnieuwkerke,8840,West-Vlaanderen,Flanders,210000,St-Amandsstraat 23,5,F,907.0,0,0,0,910,23,0,1930,To be done up,0,1,0,0,0,0,0,210000,€210000,0
4053,house,house,10655948,oedelem,8730,West-Vlaanderen,Flanders,399000,Wingene Steenweg 35,3,F,532.0,0,0,0,823,0,0,1971,As new,0,1,0,1,0,0,Gas,399000,€399000,0
4055,house,house,10655943,lovendegem,9920,Oost-Vlaanderen,Flanders,685000,Grote Huidevettershoek 1-102,2,B,156.0,0,1,0,2111,0,0,2003,To be done up,0,1,0,1,2,Installed,Gas,685000,€685000,1
4056,apartment,apartment,10655942,mariakerke,9030,Oost-Vlaanderen,Flanders,235000,Grote Huidevettershoek 1-102,2,B,131.0,0,1,0,0,0,0,1967,0,0,1,0,0,0,0,0,235000,€235000,1
4057,apartment,apartment,10655941,gent,9000,Oost-Vlaanderen,Flanders,235000,Grote Huidevettershoek 1-102,2,B,131.0,0,1,0,0,0,0,1967,0,0,1,0,0,0,0,0,235000,€235000,1
4058,house,villa,10655938,lommel,3920,Limburg,Flanders,595000,Stationsstraat 109,4,B,157.0,0,0,0,0,0,4,1998,Good,0,0,0,0,0,Installed,Gas,595000,€595000,0
4059,house,villa,10655937,lommel,3920,Limburg,Flanders,779000,Stationsstraat 109,4,B,157.0,0,0,0,0,0,4,1998,Good,0,0,0,0,0,Installed,Gas,779000,€779000,0
4060,apartment,apartment,10655936,nerem,3700,Limburg,Flanders,343750,Stationsstraat 109,1,B,146.0,0,0,0,0,0,2,0,Just renovated,0,1,0,0,1,Installed,Gas,343750,€343750,0
4061,house,house,10655934,brakel,9660,Oost-Vlaanderen,Flanders,255000,Brusselsestraat 43,3,F,534.0,0,0,0,370,44,0,1973,0,0,1,0,0,1,Installed,Fuel oil,255000,€255000,0
4068,house,house,10655925,ardooie,8850,West-Vlaanderen,Flanders,289000,beversesteenweg 458,4,F,710.0,0,1,20,785,50,0,1971,Good,0,1,0,1,1,Installed,Gas,289000,€289000,1
4069,house,house,10655924,ingooigem,8570,West-Vlaanderen,Flanders,225000,Nieuwpoortstraat 14,3,F,792.0,0,0,0,453,0,0,1932,To renovate,0,1,0,0,0,0,0,225000,€225000,0
4070,house,villa,10655923,kluisbergen,9690,Oost-Vlaanderen,Flanders,765000,Nieuwpoortstraat 14,4,A,87.0,0,1,0,1717,0,4,0,0,0,4,0,1,5,0,0,765000,€765000,1
4072,house,house,10655922,itegem,2222,Antwerpen,Flanders,299000,Hallaarstraat 17/2,2,F,666.0,0,0,0,490,0,3,1936,Good,0,2,0,0,1,Installed,Fuel oil,299000,€299000,0
4073,apartment,service-flat,10655920,oostduinkerke,8670,West-Vlaanderen,Flanders,275000,"Astridlaan , 7",1,A,61.0,0,1,0,0,0,0,2019,0,0,1,0,0,1,0,0,275000,€275000,1
4074,apartment,apartment,10655918,merelbeke,9820,Oost-Vlaanderen,Flanders,295000,Dokter Honore Dewolfstraat 23,2,E,435.0,0,1,0,0,60,3,1995,As new,0,1,0,0,1,0,0,295000,€295000,1
4076,house,house,10655914,oudenaarde,9700,Oost-Vlaanderen,Flanders,339000,Dokter Honore Dewolfstraat 23,2,B,188.0,0,1,0,222,40,3,0,As new,0,1,0,1,2,0,Gas,339000,€339000,1
4077,apartment,apartment,10528510,koksijde,8670,West-Vlaanderen,Flanders,20000,Lejeunelaan 2,1,C,265.0,1,0,0,0,0,0,0,Good,0,1,0,0,0,0,0,20000,€20.000.,0
4078,apartment,apartment,10655912,koksijde,8670,West-Vlaanderen,Flanders,460000,Lejeunelaan 2,3,D,346.0,0,1,0,0,0,0,0,To renovate,0,1,0,0,1,0,0,460000,€460000,1
4079,house,house,10655910,roeselare,8800,West-Vlaanderen,Flanders,245000,Stationstraat 4/1,3,D,309.0,0,1,13,65,10,0,0,0,0,1,0,0,1,Installed,Gas,245000,€245000,1
4082,house,house,10655898,aalst,9300,Oost-Vlaanderen,Flanders,450000,Dendermondsesteenweg 28,2,E,436.0,0,1,0,811,30,0,0,As new,0,1,0,0,1,0,0,450000,€450000,1
4094,house,farmhouse,10655879,berlaar,2590,Antwerpen,Flanders,860000,Boudewijnlaan 28A,4,C,299.0,0,0,0,31139,41,0,1977,To renovate,0,1,0,0,1,Installed,Fuel oil,860000,€860000,0
4095,house,house,10655878,wespelaar,3150,Vlaams-Brabant,Flanders,349000,"Gemeenteplein, 22",2,B,151.0,0,0,0,187,0,0,0,0,0,1,0,1,0,0,0,349000,€349000,0
4096,apartment,apartment,10655875,sint-idesbald,8670,West-Vlaanderen,Flanders,245000,"strandlaan, 337",1,F,693.0,0,0,0,0,0,0,1936,To be done up,0,1,0,0,0,Semi equipped,Gas,245000,€245000,0
4097,house,house,10655873,erembodegem,9320,Oost-Vlaanderen,Flanders,359000,Keizersplein 21,3,B,158.0,0,1,0,362,0,0,0,Just renovated,0,1,0,0,2,Installed,Gas,359000,€359000,1
4098,house,house,10655872,aalst,9300,Oost-Vlaanderen,Flanders,268500,Keizersplein 21,3,B,199.0,0,0,0,50,0,0,0,Just renovated,0,1,0,0,2,Installed,Gas,268500,€268500,0
4100,house,house,10655843,alveringem,8690,West-Vlaanderen,Flanders,230000,Zuidstraat 74,2,B,183.0,0,1,0,230,0,0,2001,0,0,1,0,0,0,Installed,0,230000,€230000,1
4102,house,house,10655781,gent,9031,Oost-Vlaanderen,Flanders,369000,Damstraat 131 bus1,3,A,47.0,0,1,0,232,0,2,1933,0,0,1,0,0,0,Installed,0,369000,€369000,1
4103,house,house,10655780,oudenaarde,9700,Oost-Vlaanderen,Flanders,596000,Damstraat 131 bus1,3,E,425.0,0,1,0,1170,0,4,2005,0,0,1,0,0,0,Installed,Wood,596000,€596000,1
4104,house,house,10655777,putte,2580,Antwerpen,Flanders,599000,Guldenstraat 22,5,B,160.0,0,0,0,416,0,0,1960,Good,0,1,2,0,0,Installed,Gas,599000,€599000,0
4105,apartment,apartment,10655774,bruxelles,1000,Brussels Hoofdstedelijk Gewest,Brussels,645000,"Avenue Delleur, 8",3,D,158.0,0,1,0,0,75,2,1961,To be done up,0,2,1,1,2,Hyper equipped,Gas,645000,€645000,1
4107,house,castle,10655766,sint-truiden,3800,Limburg,Flanders,1650000,Kolonel Dusaertplein 28b,0,F,512.0,0,0,0,37000,0,4,0,To renovate,0,0,0,0,0,0,0,1650000,€1650000,0
4108,house,house,10655765,sint-andries,8200,West-Vlaanderen,Flanders,399000,Gistelse Steenweg 212,3,C,240.0,0,0,0,344,0,3,1997,Good,0,1,1,0,2,Installed,Gas,399000,€399000,0
4109,apartment,apartment,10655764,grimbergen,1853,Vlaams-Brabant,Flanders,895000,Gistelsesteenweg 291,5,B,167.0,0,1,0,0,0,0,1928,To be done up,0,4,0,0,0,0,Gas,895000,€895000,1
4110,apartment,apartment,10655756,antwerp,2018,Antwerpen,Flanders,499000,Strijdersstraat 8,3,B,146.0,0,1,11,0,38,2,0,Just renovated,0,1,0,0,2,Hyper equipped,Gas,499000,€499000,1
4111,apartment,ground-floor,10655755,willebroek,2830,Antwerpen,Flanders,267000,Dr. Persoonslaan 15 b,2,C,244.0,0,1,0,0,0,4,1973,0,0,1,0,0,0,Installed,Gas,267000,€267000,1
4112,apartment,apartment,10655754,blankenberge,8370,West-Vlaanderen,Flanders,170000,Franchommelaan 104,1,D,328.0,0,1,0,0,0,2,0,Just renovated,0,1,0,0,1,Installed,Electric,170000,€170000,1
4116,house,house,10655747,kessel-lo,3010,Vlaams-Brabant,Flanders,495000,Leuvensesteenweg 417,3,E,487.0,0,0,0,1991,0,0,1956,0,0,1,0,0,0,Installed,Gas,495000,€495000,0
4117,house,house,10655744,machelen,1830,Vlaams-Brabant,Flanders,536000,Avenue Louise 200,4,A,1.0,0,1,46,0,36,2,2023,0,0,2,0,0,3,USA hyper equipped,0,536000,€536000,1
4118,house,house,10655743,evere,1140,Brussels Hoofdstedelijk Gewest,Brussels,536000,Avenue Louise 200,4,A,1.0,0,1,46,0,36,2,2023,0,0,2,0,0,3,USA hyper equipped,0,536000,€536000,1
4119,house,house,10655742,diegem,1831,Vlaams-Brabant,Flanders,536000,Avenue Louise 200,4,A,1.0,0,1,46,0,36,2,2023,0,0,2,0,0,3,USA hyper equipped,0,536000,€536000,1
4120,house,house,10655741,bruxelles,1130,Brussels Hoofdstedelijk Gewest,Brussels,536000,Avenue Louise 200,4,A,1.0,0,1,46,0,36,2,2023,0,0,2,0,0,3,USA hyper equipped,0,536000,€536000,1
4121,house,house,10655737,mouscron,7700,Hainaut,Wallonia,229000,Avenue de Maire 202,3,B,122.0,0,0,0,0,0,2,0,0,0,1,0,0,1,Hyper equipped,Gas,229000,€229000,0
4122,apartment,apartment,10655736,tournai,7500,Hainaut,Wallonia,229000,Avenue de Maire 202,2,C,201.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Gas,229000,€229000,0
4124,house,villa,10655733,tremelo,3120,Vlaams-Brabant,Flanders,799000,Prof. Scharpélaan 44,12,A,99.0,0,0,0,6314,0,4,2000,0,0,2,1,0,2,Semi equipped,Fuel oil,799000,€799000,0
4125,house,house,10655732,tremelo,3120,Vlaams-Brabant,Flanders,799000,Prof. Scharpélaan 44,12,A,99.0,0,0,0,6314,0,4,2000,0,0,2,1,0,2,Semi equipped,Fuel oil,799000,€799000,0
4127,apartment,apartment,10489947,sint-jans-molenbeek,1080,Brussels Hoofdstedelijk Gewest,Brussels,249000,James Ensorlaan 39,2,F,295.0,0,1,9,0,35,2,1968,Good,0,1,0,0,1,Installed,Gas,249000,€249000,1
4128,house,house,10655721,vilvoorde,1800,Vlaams-Brabant,Flanders,445000,James Ensorlaan 39,3,D,325.0,0,1,60,319,0,3,1953,Just renovated,0,1,0,0,2,Installed,Gas,445000,€445000,1
4129,house,house,10655719,marchin,4570,Liï¿½ge,Wallonia,385000,Avenuedes Ardennes 7d,3,F,503.0,0,1,43,2140,40,4,0,As new,0,1,0,0,1,Installed,Gas,385000,€385000,1
4130,apartment,loft,10655716,anderlecht,1070,Brussels Hoofdstedelijk Gewest,Brussels,560000,Avenue louise 523,3,D,193.0,0,0,0,0,86,0,0,0,0,1,0,0,2,0,0,560000,€560000,0
4131,house,villa,10655715,uccle,1180,Brussels Hoofdstedelijk Gewest,Brussels,1450000,Avenue louise 523,4,G,473.0,0,1,11,1540,56,4,1940,To renovate,0,1,0,0,2,Installed,Fuel oil,1450000,€1450000,1
4132,apartment,apartment,10655714,etterbeek,1040,Brussels Hoofdstedelijk Gewest,Brussels,370000,Avenue louise 523,2,D,171.0,0,0,0,0,30,2,0,0,0,1,0,0,1,Hyper equipped,Fuel oil,370000,€370000,0
4133,house,house,10655706,zwevezele,8750,West-Vlaanderen,Flanders,275000,Izegemstraat 355,2,F,1217.0,0,1,0,995,0,3,0,To renovate,0,0,0,0,0,0,0,275000,€275000,1
4134,apartment,apartment,10655702,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,609500,Avenue Louise 200,3,F,327.0,0,0,0,0,0,0,0,As new,0,1,0,0,2,Not installed,0,609500,€609500,0
4135,apartment,ground-floor,10655701,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,458500,Avenue Louise 200,2,F,339.0,0,0,0,0,0,0,0,Good,0,1,0,0,1,Not installed,0,458500,€458500,0
4136,apartment,ground-floor,10655700,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,609500,Avenue Louise 200,3,F,327.0,0,0,0,0,0,0,0,As new,0,1,0,0,2,Not installed,0,609500,€609500,0
4137,apartment,apartment,10655699,ixelles,1050,Brussels Hoofdstedelijk Gewest,Brussels,458500,Avenue Louise 200,2,F,339.0,0,0,0,0,0,0,0,Good,0,1,0,0,1,Not installed,0,458500,€458500,0
4139,house,house,10655692,sint-laureins,9980,Oost-Vlaanderen,Flanders,465000,Zomerlaan 1,5,C,244.0,0,0,0,856,0,4,1985,Good,0,1,0,0,0,Installed,Gas,465000,€465000,0
4140,house,house,10655690,veldegem,8210,West-Vlaanderen,Flanders,329000,Marktstraat 20 b1,3,F,921.0,0,1,0,1950,35,4,1960,0,0,0,0,0,0,Installed,Gas,329000,€329000,1
4141,house,house,10655689,zedelgem,8211,West-Vlaanderen,Flanders,249000,Marktstraat 20 b1,3,F,862.0,0,0,0,400,32,4,1950,0,0,1,0,0,1,0,Gas,249000,€249000,0
4142,house,house,10655687,oudenaarde,9700,Oost-Vlaanderen,Flanders,235000,"Heuleplaats, 16",3,D,394.0,0,0,0,184,0,2,0,Good,0,1,0,0,1,Installed,0,235000,€235.000Wenst,0
4143,house,house,10655686,izegem,8870,West-Vlaanderen,Flanders,139000,"Heuleplaats, 16",2,F,511.0,0,0,0,124,0,2,0,0,0,0,0,0,0,0,0,139000,€139000,0
4150,house,house,10655677,opglabbeek,3660,Limburg,Flanders,549000,Aarschotsesteenweg 201,4,F,652.0,0,0,0,16366,0,0,1958,0,0,1,0,0,0,0,0,549000,€549000,0
4151,apartment,apartment,10655674,borgerhout,2140,Antwerpen,Flanders,349000,Italiëlei 207,2,B,169.0,0,1,0,0,0,2,1970,As new,0,2,0,0,1,Installed,Gas,349000,€349000,1
4152,house,house,10655673,tessenderlo,3980,Limburg,Flanders,265000,Lichtveld 88,3,F,657.0,0,0,0,818,37,3,1964,Good,0,1,0,0,1,Semi equipped,Fuel oil,265000,€265000,0
4153,apartment,apartment,10655672,borgerhout,2140,Antwerpen,Flanders,224000,Italiëlei 207,2,B,117.0,0,0,0,0,0,2,1974,Good,0,1,0,0,0,Semi equipped,Gas,224000,€224000,0
4154,apartment,apartment,10655670,borgerhout,2140,Antwerpen,Flanders,30000,Italiëlei 207,3,B,119.0,0,1,8,0,0,3,1972,To be done up,0,1,0,0,1,Semi equipped,Fuel oil,30000,€30.000,1
4155,apartment,apartment,10655667,mechelen,2800,Antwerpen,Flanders,299000,Oscar Van Kesbeeckstraat 7,2,B,162.0,0,1,0,0,0,2,1756,To renovate,0,1,0,0,1,USA installed,Gas,299000,€299000,1
4156,house,villa,10655666,brasschaat,2930,Antwerpen,Flanders,1660000,Bredabaan 260,4,B,183.0,0,1,0,4085,0,4,1993,As new,0,2,0,0,0,Installed,Gas,1660000,€1660000,1
4157,house,mansion,10655665,brasschaat,2930,Antwerpen,Flanders,895000,Bredabaan 260,4,D,370.0,0,1,0,1650,0,4,1908,As new,0,2,0,0,0,Installed,Gas,895000,€895000,1
4160,house,house,10655660,sensenruth,6832,Luxembourg,Wallonia,1350000,"Place Saint Arnould, 6",17,E,420.0,1,1,0,5076,0,4,0,0,0,10,0,0,13,Hyper equipped,Fuel oil,1350000,€1350000,1
4161,house,house,10655658,bellevaux,6834,Luxembourg,Wallonia,125000,"Place Saint Arnould, 6",5,G,527.0,0,1,0,1216,0,3,0,To renovate,0,1,1,0,2,Not installed,Fuel oil,125000,€125000,1
4162,apartment,apartment,10655656,laeken%20%28bru.%29,1020,Brussels Hoofdstedelijk Gewest,Brussels,325000,Avenue de l'araucaria 59,3,D,194.0,0,1,1,0,46,3,1956,As new,0,1,1,0,2,Hyper equipped,Gas,325000,€325000,1
4164,house,house,10655652,mechelen,2800,Antwerpen,Flanders,379000,Theofiel De Biestraat 11,3,C,227.0,0,1,0,189,0,2,0,Good,0,2,0,0,2,Installed,Gas,379000,€379000,1
4167,house,house,10655645,sint-genesius-rode,1640,Vlaams-Brabant,Flanders,648000,Alsembergsesteenweg 660,3,D,400.0,0,1,0,623,32,4,1974,To be done up,0,1,0,0,2,Semi equipped,Gas,648000,€648000,1
4168,house,house,10655644,lebbeke,9280,Oost-Vlaanderen,Flanders,495000,"Parklaan, 9",3,C,249.0,0,1,0,655,0,4,1991,Good,0,0,0,0,2,Installed,0,495000,€495000,1
4169,house,house,10487778,beveren,9120,Oost-Vlaanderen,Flanders,235000,Vesten 47,3,E,459.0,0,0,0,106,0,3,1949,To renovate,0,1,0,0,1,Semi equipped,Gas,235000,€235000,0
4171,apartment,apartment-block,10655637,forest,1190,Brussels Hoofdstedelijk Gewest,Brussels,975000,Avenue Louise 200,0,F,300.0,0,0,0,170,0,2,1912,To be done up,0,9,0,0,9,Installed,Gas,975000,€975000,0
4172,apartment,apartment-block,10655636,bruxelles,1020,Brussels Hoofdstedelijk Gewest,Brussels,1200000,Avenue Louise 200,0,G,500.0,0,0,0,400,0,2,0,Good,0,0,0,0,0,Installed,Gas,1200000,€1200000,0
4173,house,house,10655625,gent,9000,Oost-Vlaanderen,Flanders,425000,Grote Baan 164,2,C,234.0,0,1,0,71,0,2,1897,0,0,1,0,0,2,Semi equipped,Gas,425000,€425000,1
4174,apartment,apartment,10655622,wilrijk,2610,Antwerpen,Flanders,235000,Prins Boudewijnlaaan 318,3,B,196.0,0,1,25,0,0,2,1965,Good,0,1,1,0,1,Semi equipped,Gas,235000,€235000,1
4175,apartment,apartment,10655616,ekeren,2180,Antwerpen,Flanders,249000,Kloosterstraat 89-93,2,D,310.0,0,1,3,0,0,2,1967,Good,0,1,0,0,1,0,Gas,249000,€249000,1
4176,house,house,10655613,wijnegem,2110,Antwerpen,Flanders,525000,Bischoppenhoflaan 284,4,B,132.0,0,0,0,500,37,3,0,Just renovated,0,1,1,0,2,Installed,Gas,525000,€525000,0
