,Price,Address,Bedrooms,Energy class,Primary energy consumption,Furnished,Terrace,Terrace surface,Surface of the plot,Living room surface,Number of frontages,Construction year,Building condition,Outdoor parking space,Bathrooms,Shower rooms,Office,Toilets,Kitchen type,Heating type,immo_code,Postcode,Price2,Terrace2,Provincie,Gemeenschap
2650,€549000,Broechemlei 24,4,D,307,0,0,0,583,0,0,1985,0,0,1,0,0,1,0,Gas,10659934,2520,549000,0,Antwerpen,Flanders
2651,€795000,Brasemstraat 8,3,B,139,0,0,0,3260,0,0,2003,0,0,2,0,1,4,0,Fuel oil,10659933,2250,795000,0,Antwerpen,Flanders
2652,€249000,Brasemstraat 8,2,A,31,0,1,41,0,0,0,2019,As new,0,1,0,0,1,Installed,Gas,10659932,2400,249000,1,Antwerpen,Flanders
2653,€325000,Gullegemsestraat 79 busB,3,Not specified,Not specified,0,0,0,303,0,0,0,0,0,1,0,0,1,0,0,10659930,8880,325000,0,West-Vlaanderen,Flanders
2654,€298000,Bergensesteenweg 273,2,C,242,0,0,0,152,25,0,1930,Just renovated,0,2,0,0,0,Installed,Gas,10659929,1600,298000,0,Vlaams-Brabant,Flanders
2655,€1250000,Chaussée de Vleurgat 293,3,G,487,0,1,25,195,0,2,0,Good,0,1,1,1,2,USA hyper equipped,Gas,10659926,1050,1250000,1,Brussels Hoofdstedelijk Gewest,Brussels
2656,€339000,Herdersstraat 5,3,Not specified,Not specified,0,0,0,984,0,0,1875,0,0,1,0,0,1,Installed,Gas,10659925,2560,339000,0,Antwerpen,Flanders
2657,€3595000,"Mimosastraat, 2",5,B,156,0,0,0,2648,0,0,2010,Good,0,3,0,0,3,Installed,Gas,10659923,8300,3595000,0,West-Vlaanderen,Flanders
2658,€295000,Generaal Lemanlaan 17,4,Not specified,Not specified,0,0,0,142,0,0,0,0,0,3,0,0,0,0,0,10659920,8310,295000,0,West-Vlaanderen,Flanders
2659,€315000,Zeedijk Heist 273,3,F,515,0,0,0,75,0,0,0,0,0,2,2,0,0,0,0,10480892,8301,315000,0,West-Vlaanderen,Flanders
2660,€325000,Zeedijk Heist 273,2,C,219,0,1,0,0,0,2,0,As new,0,1,1,0,1,Installed,Electric,10659918,8301,325000,1,West-Vlaanderen,Flanders
2661,€419000,Torhoutsesteenweg 3 bus 00.01,3,A,97,0,0,0,174,36,0,0,0,0,1,0,0,0,Hyper equipped,Gas,10659915,8400,419000,0,West-Vlaanderen,Flanders
2662,€320000,Tervuursesteenweg 353,4,F,792,0,0,0,847,0,0,1938,To renovate,0,1,0,0,1,Installed,Fuel oil,10659913,3211,320000,0,Vlaams-Brabant,Flanders
2663,€38,Lange Kruisstraat 29,2,B,115,0,0,0,0,0,0,1968,To be done up,0,1,0,0,1,0,0,10659912,9000,38,0,Oost-Vlaanderen,Flanders
2664,€380500,Baron Ruzettelaan 294A,3,Not specified,Not specified,0,1,15,0,0,0,2022,0,0,2,0,0,2,Installed,Gas,10659908,9000,380500,1,Oost-Vlaanderen,Flanders
2665,€419000,Baron Ruzettelaan 294 A,3,Not specified,Not specified,0,0,0,0,0,0,2023,0,0,1,0,0,2,0,0,10659906,9000,419000,0,Oost-Vlaanderen,Flanders
2666,€749000,Baron Ruzettelaan 294 A,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10659903,8000,749000,0,West-Vlaanderen,Flanders
2667,€282000,Dampoortstraat 263,2,D,396,0,0,0,393,0,0,1950,0,0,1,0,1,0,0,0,10659901,8310,282000,0,West-Vlaanderen,Flanders
2668,€299000,Jan Stasstraat 3,2,B,169,0,1,4,0,0,0,1980,0,0,1,0,0,0,0,Gas,10659900,3001,299000,1,Vlaams-Brabant,Flanders
2669,€385000,Jan Stasstraat 3,3,D,381,0,0,0,111,0,0,1850,To be done up,0,1,0,1,2,Installed,Gas,10659899,3000,385000,0,Vlaams-Brabant,Flanders
2670,€169000,Artanlaan 2,1,C,218,0,1,0,0,0,0,1967,To be done up,0,1,0,0,0,0,0,10659898,8400,169000,1,West-Vlaanderen,Flanders
2671,€575000,Kerkstraat 56,3,C,251,0,0,0,760,0,0,1988,Just renovated,0,2,0,0,0,Hyper equipped,Gas,10659897,8420,575000,0,West-Vlaanderen,Flanders
2672,€230000,Pastoor Mellaertstraat 60,2,D,333,0,1,0,0,0,0,1990,0,0,1,0,0,1,0,Electric,10659896,2630,230000,1,Antwerpen,Flanders
2673,€349000,Pastoor Mellaertstraat 60,3,E,450,0,0,0,599,0,0,1995,0,0,1,0,0,1,0,Fuel oil,10659895,3130,349000,0,Vlaams-Brabant,Flanders
2674,€400000,Pastoor Mellaertstraat 60,3,A,88,0,0,0,400,0,0,1957,Just renovated,0,1,0,0,1,0,Gas,10659894,2270,400000,0,Antwerpen,Flanders
2675,€299000,Vrijheidstraat 41,4,E,463,0,0,0,613,50,0,1977,To renovate,0,1,0,0,2,0,Gas,10659891,9570,299000,0,Oost-Vlaanderen,Flanders
2676,€245000,Ieperstraat 134,2,B,103,0,0,0,0,50,0,2018,0,0,1,0,0,1,Installed,0,10565614,8930,245000,0,West-Vlaanderen,Flanders
2677,€239000,Ieperstraat 134,2,B,163,0,1,0,161,36,0,0,Just renovated,0,1,0,1,1,Installed,Gas,10659882,8930,239000,1,West-Vlaanderen,Flanders
2678,€365000,Kloosterpoort 20,4,D,338,0,0,0,0,0,0,1959,0,0,1,0,0,1,0,0,10659879,3520,365000,0,Limburg,Flanders
2679,€279000,Kloosterpoort 20,2,A,45,0,1,0,0,0,0,2016,0,0,1,0,0,1,Hyper equipped,Gas,10659878,3960,279000,1,Limburg,Flanders
2680,€125000,Louis Melsensstraat 8,1,Not specified,Not specified,1,0,0,0,0,0,1993,As new,0,1,0,0,1,Installed,Electric,10659876,3000,125000,0,Vlaams-Brabant,Flanders
2681,€1000,Mechelbaan 445,3,Not specified,Not specified,0,0,0,1415,0,0,1958,To be done up,0,0,0,0,1,0,0,10659875,2223,1000,0,Antwerpen,Flanders
2682,€399000,Mechelbaan 445,4,C,202,0,0,0,738,0,0,2001,0,0,1,0,0,2,Installed,Fuel oil,10659872,2235,399000,0,Antwerpen,Flanders
2683,€589000,Mechelbaan 445,4,Not specified,Not specified,0,0,0,523,0,0,2023,0,0,2,0,1,2,0,Gas,10659871,2580,589000,0,Antwerpen,Flanders
2684,€310000,Mechelbaan 445,2,F,562,0,0,0,3000,0,0,1976,To renovate,0,1,0,0,1,0,Fuel oil,10659870,2223,310000,0,Antwerpen,Flanders
2685,€487000,Mechelbaan 445,3,E,492,0,0,0,2647,0,0,1964,0,0,2,0,0,2,Installed,Fuel oil,10659869,2820,487000,0,Antwerpen,Flanders
2686,€480000,Mechelbaan 445,5,Not specified,Not specified,0,0,0,261,0,0,2023,0,0,1,0,0,2,Hyper equipped,0,10659863,2220,480000,0,Antwerpen,Flanders
2687,€465000,Mechelbaan 445,5,Not specified,Not specified,0,0,0,184,0,0,2023,0,0,1,0,0,2,Hyper equipped,0,10659862,2220,465000,0,Antwerpen,Flanders
2688,€450000,Mechelbaan 445,4,Not specified,Not specified,0,0,0,278,0,0,2023,0,0,1,0,0,2,Hyper equipped,0,10659861,2220,450000,0,Antwerpen,Flanders
2689,€355000,Mechelbaan 445,2,F,588,0,0,0,1300,0,0,1978,To renovate,0,1,0,0,0,0,Fuel oil,10659858,2580,355000,0,Antwerpen,Flanders
2690,€399000,Route de l'Eau Rouge 2c,3,C,220,1,0,0,1101,50,0,2010,0,0,1,0,0,1,0,0,10659857,4970,399000,0,Liï¿½ge,Wallonia
2691,€499000,Mechelbaan 445,3,D,331,0,1,0,1286,0,0,1934,0,0,1,0,0,2,Hyper equipped,Gas,10659856,2580,499000,1,Antwerpen,Flanders
2692,€185000,Route de l'Eau Rouge 2c,3,D,273,0,0,0,542,23,0,1955,To be done up,0,1,0,1,1,0,Fuel oil,4980,20,185000,0,,
2693,€349000,Mechelbaan 445,3,B,127,0,1,0,0,0,0,1961,0,0,1,0,1,1,Installed,Gas,10659853,2100,349000,1,Antwerpen,Flanders
2694,€195000,Mechelbaan 445,2,E,409,0,0,0,0,0,0,1961,0,0,1,0,0,1,Installed,Gas,10659852,2100,195000,0,Antwerpen,Flanders
2695,€198000,Mechelbaan 445,2,C,228,0,0,0,0,0,0,1961,0,0,1,0,0,1,Installed,Gas,10659851,2100,198000,0,Antwerpen,Flanders
2696,€195000,Mechelbaan 445,2,F,728,0,0,0,0,0,0,1961,0,0,1,0,0,1,Installed,Gas,10659850,2100,195000,0,Antwerpen,Flanders
2697,€310000,Mechelbaan 445,4,C,266,0,0,0,250,0,0,0,As new,0,1,0,0,1,Hyper equipped,Gas,10659846,2800,310000,0,Antwerpen,Flanders
2698,€199000,Mechelbaan 445,2,F,532,0,1,0,0,0,0,1957,0,0,1,0,1,1,Hyper equipped,Gas,10659845,2590,199000,1,Antwerpen,Flanders
2699,€645000,Mechelbaan 445,3,Not specified,Not specified,0,1,0,720,0,0,2023,0,0,1,0,0,2,Hyper equipped,0,10659844,2580,645000,1,Antwerpen,Flanders
2700,€215000,Mechelbaan 445,2,C,217,0,1,0,0,0,0,1949,As new,0,1,0,0,0,Hyper equipped,Gas,10659843,2800,215000,1,Antwerpen,Flanders
2701,€15.000,Mechelbaan 445,2,A,50,0,1,0,0,0,0,2021,0,0,1,0,0,1,Hyper equipped,Gas,10659840,2580,15000,1,Antwerpen,Flanders
2702,€340000,Lanklaansesteenweg 21,3,F,543,0,0,0,1167,0,0,1977,To be done up,0,1,0,0,2,0,0,10659838,3600,340000,0,Limburg,Flanders
2703,€165900,Karel Janssenslaan 1,1,F,576,1,0,0,0,23,0,1981,To be done up,0,1,0,0,0,0,Electric,10659835,8400,165900,0,West-Vlaanderen,Flanders
2704,€299000,Overwinningsstraat 87,4,C,227,0,0,0,326,22,0,1899,As new,0,1,0,0,2,Installed,Gas,10569559,2830,299000,0,Antwerpen,Flanders
2705,€429000,Zandhoef 4,3,F,545,0,1,50,790,30,4,1976,To be done up,0,1,0,0,2,Hyper equipped,Gas,10659834,2350,429000,1,Antwerpen,Flanders
2706,€95000,Dumolinlaan 1,2,F,594,0,0,0,70,0,0,0,To renovate,0,1,0,0,1,0,Gas,10659832,9600,95000,0,Oost-Vlaanderen,Flanders
2707,€269000,Gentseweg 556A,2,D,318,0,1,0,1040,0,0,1948,As new,0,1,0,0,1,Installed,Gas,10659830,8780,269000,1,West-Vlaanderen,Flanders
2708,€619000,Kortrijksesteenweg 178,3,A,92,0,1,0,311,16,0,2018,As new,0,1,0,0,1,Installed,Gas,10659829,9850,619000,1,Oost-Vlaanderen,Flanders
2709,€359000,Torhoutse Steenweg 344,3,B,189,0,0,0,0,0,4,1963,0,0,0,0,0,1,Installed,Gas,10659809,8200,359000,0,West-Vlaanderen,Flanders
2710,€350000,"Oudenaardsesteenweg, 62",8,F,1063,0,1,0,1451,0,0,1900,To renovate,0,2,0,0,3,Installed,Gas,10659807,8552,350000,1,West-Vlaanderen,Flanders
2711,€295000,"Oudenaardsesteenweg, 62",5,F,558,0,0,0,941,0,0,1973,To renovate,0,1,0,0,1,Installed,Fuel oil,10659806,8587,295000,0,West-Vlaanderen,Flanders
2712,€449000,Rijksweg 17,3,B,185,0,1,0,512,0,0,1968,As new,0,1,0,1,0,Installed,Gas,10659804,8870,449000,1,West-Vlaanderen,Flanders
2713,€415000,Rijksweg 17,3,C,251,0,1,0,597,0,0,1997,As new,0,1,0,0,1,Installed,Gas,10659802,8870,415000,1,West-Vlaanderen,Flanders
2714,€269000,Villerspark 5/14,3,F,615,0,0,0,595,0,4,1980,0,0,1,1,0,1,Installed,Fuel oil,10659796,3840,269000,0,Limburg,Flanders
2715,€345000,Grote Moerstraat   76,1,A,60,0,1,0,62,0,0,2019,0,0,1,0,0,1,0,0,10659795,8670,345000,1,West-Vlaanderen,Flanders
2716,€115000,Vlaskaai 6,3,E,421,0,0,0,58,0,2,0,As new,0,1,0,0,1,Installed,Gas,10659792,8930,115000,0,West-Vlaanderen,Flanders
2717,€369000,Kapellestraat 80,2,D,335,0,0,0,287,0,0,1949,Just renovated,0,1,0,1,0,Hyper equipped,Gas,10659788,9940,369000,0,Oost-Vlaanderen,Flanders
2718,€155000,Marktplein 63,2,F,991,0,1,0,106,0,0,0,Good,0,1,0,0,2,Installed,Pellet,10659787,9520,155000,1,Oost-Vlaanderen,Flanders
2719,€4235000,Kapellestraat 80,0,Not specified,Not specified,0,0,0,6014,0,0,0,0,0,0,0,0,0,0,0,10659786,9910,4235000,0,Oost-Vlaanderen,Flanders
2720,€275000,Van Breestraat 3,4,D,378,0,0,0,94,0,0,0,0,0,2,0,0,0,0,Gas,10659784,2060,275000,0,Antwerpen,Flanders
2721,€169000,Voorstraat 8,3,E,495,0,1,45,160,33,3,0,To be done up,0,1,1,0,1,Installed,Gas,10659783,8530,169000,1,West-Vlaanderen,Flanders
2722,€308100,Laurent Delvauxstraat 2,3,A,45,0,1,18,0,0,0,0,0,0,2,0,0,1,0,0,10659782,9880,308100,1,Oost-Vlaanderen,Flanders
2723,€22.000.Wij,Gentsesteenweg 24,2,C,243,0,1,0,0,0,0,1997,As new,0,1,0,0,1,USA installed,Gas,10659781,8530,22000,1,West-Vlaanderen,Flanders
2724,€649000,Frans Van Haelenstraat 4b,3,E,486,0,0,0,2061,42,0,1966,To renovate,0,1,0,0,1,Installed,0,10659780,2880,649000,0,Antwerpen,Flanders
2725,€195000,Brugsesteenweg 43,3,F,630,0,0,0,247,15,0,0,To be done up,0,1,0,0,1,Installed,0,10659770,8760,195000,0,West-Vlaanderen,Flanders
2726,€345000,Godshuisstraat 1,3,A,89,0,1,0,187,0,0,2011,As new,0,0,0,1,2,0,Gas,10659762,9060,345000,1,Oost-Vlaanderen,Flanders
2727,€389000,Turnhoutsebaan 175,4,B,133,0,1,0,282,0,0,2000,As new,0,1,0,0,1,Installed,Gas,10659761,2160,389000,1,Antwerpen,Flanders
2728,€229000,Turnhoutsebaan 175,2,B,163,0,0,0,0,0,0,1974,0,0,1,0,0,1,Installed,Gas,10659760,2150,229000,0,Antwerpen,Flanders
2729,€279000,Turnhoutsebaan 175,2,F,830,0,0,0,349,0,0,1960,0,0,1,0,0,0,0,0,10659759,2950,279000,0,Antwerpen,Flanders
2730,€245000,Turnhoutsebaan 175,2,B,120,0,1,10,0,0,0,1977,0,0,1,0,0,0,Installed,Gas,10659757,2530,245000,1,Antwerpen,Flanders
2731,€157500,"Britselei,  24",1,D,310,0,0,0,0,0,0,1955,0,0,1,0,0,0,0,0,10659755,2100,157500,0,Antwerpen,Flanders
2732,€635000,Erembodegemstraat 9,3,D,318,0,1,20,2491,40,4,1992,Good,0,1,1,0,2,Installed,Fuel oil,10659751,1730,635000,1,Vlaams-Brabant,Flanders
2733,€127.08/maand,Dorpsstraat 11,2,B,190,0,1,16,0,0,0,1999,As new,0,1,0,0,1,Installed,Gas,10659749,2040,12708,1,Antwerpen,Flanders
2734,€350000,Rue de Tirlemont 23,3,F,462,0,1,9,1161,35,4,1987,Good,0,1,1,1,2,Installed,Electric,10659748,4300,350000,1,Liï¿½ge,Wallonia
2735,€285000,Brakelsesteenweg 269,3,D,363,0,0,0,0,0,3,0,Just renovated,0,1,0,0,2,0,0,10629307,9400,285000,0,Oost-Vlaanderen,Flanders
2736,€199000,Wakkensteenweg 67,3,F,658,0,0,0,430,0,0,0,To renovate,0,1,0,0,0,Installed,Fuel oil,10294439,8720,199000,0,West-Vlaanderen,Flanders
2737,€299000,"Hoogstraat, 22",3,F,637,0,1,0,0,0,0,0,As new,0,1,0,0,1,Installed,Fuel oil,10567223,9450,299000,1,Oost-Vlaanderen,Flanders
2738,€285000,Rue Daoust 48/1,6,C,237,0,0,0,1,0,2,1960,To renovate,0,2,2,0,2,Semi equipped,Fuel oil,5500,20,285000,0,,
2739,€695000,Kustlaan 277,2,C,252,0,1,0,0,0,2,1980,Just renovated,0,1,0,0,1,Hyper equipped,Electric,10659740,8300,695000,1,West-Vlaanderen,Flanders
2740,€1600000,Grote Markt 67/4,2,B,197,0,0,0,60719,0,4,1983,Good,0,1,0,0,2,Installed,Fuel oil,10659739,2382,1600000,0,Antwerpen,Flanders
2741,€695000,Noordzandstraat 66,4,Not specified,Not specified,0,0,0,23417,0,4,1850,To renovate,0,1,0,0,0,Installed,Fuel oil,10659738,9968,695000,0,Oost-Vlaanderen,Flanders
2742,€279000,Esenweg 197,4,F,717,0,0,0,470,0,0,0,0,0,1,0,1,0,0,0,10659737,8970,279000,0,West-Vlaanderen,Flanders
2743,€215000,Esenweg 197,4,E,403,0,0,0,92,0,0,0,To be done up,0,1,0,0,2,USA installed,Gas,10519292,8600,215000,0,West-Vlaanderen,Flanders
2744,€249780,Wagenaarstraat 33,0,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10659733,8550,249780,0,West-Vlaanderen,Flanders
2745,€325000,Dorp 6,3,B,192,0,1,0,183,0,0,2010,As new,0,1,0,0,2,Installed,0,10659732,9940,325000,1,Oost-Vlaanderen,Flanders
2746,€105000,Dorp 6,3,F,1559,0,0,0,236,0,0,1942,To restore,0,0,0,0,0,0,0,10659731,9850,105000,0,Oost-Vlaanderen,Flanders
2747,€264000,Grote Markt 2,3,F,544,0,1,68,1036,32,4,1975,Good,0,1,1,0,2,Installed,Fuel oil,10659729,3700,264000,1,Limburg,Flanders
2748,€349000,Dorpsstraat 34 Bus 1,3,F,550,0,0,0,896,0,0,0,As new,0,1,0,0,2,0,0,10659727,2560,349000,0,Antwerpen,Flanders
2749,€429000,Evergemsesteenweg 44A,3,F,794,0,0,0,1313,0,4,1966,To renovate,0,1,0,0,2,0,0,10659726,9930,429000,0,,
2750,€379000,Evergemsesteenweg 44A,4,F,509,0,0,0,486,0,3,1974,To be done up,0,1,0,0,2,Installed,Gas,10659725,9080,379000,0,Oost-Vlaanderen,Flanders
2751,€249000,Evergemsesteenweg 44A,2,C,220,0,0,0,0,0,4,1993,Good,0,2,0,0,2,Installed,Gas,10659723,9320,249000,0,Oost-Vlaanderen,Flanders
2752,€319000,Bredabaan 133,3,F,502,0,1,0,210,0,0,0,Good,0,1,0,0,3,Installed,Gas,10659720,2930,319000,1,Antwerpen,Flanders
2753,€2270000,Sparrendreef 90 – Kustlaan 239 – Duinbergenlaan 92,3,A,65,0,1,0,0,0,0,2015,0,0,2,0,0,2,0,Gas,10103423,8300,2270000,1,West-Vlaanderen,Flanders
2754,€499000,Dorpsplein 1,4,C,244,0,0,0,756,0,0,1980,0,0,1,0,1,2,0,0,10659714,9940,499000,0,Oost-Vlaanderen,Flanders
2755,€259000,Montagne aux Herbes Potagères 11,2,D,162,0,1,4,0,33,2,0,Good,0,1,0,0,1,Installed,Gas,10659707,1030,259000,1,Brussels Hoofdstedelijk Gewest,Brussels
2756,€275000,Henri Jasparlaan 185,2,Not specified,Not specified,0,1,0,0,0,0,2021,0,0,1,0,0,0,0,0,8660,20,275000,1,,
2757,€599000,Marktplein 11,4,B,172,0,0,0,571,48,3,1987,To be done up,0,1,0,0,4,Installed,Gas,10659704,9200,599000,0,Oost-Vlaanderen,Flanders
2758,€268500,Gentsesteenweg 145,3,B,199,0,0,0,50,0,0,0,As new,0,1,0,0,1,Installed,Gas,10659702,9300,268500,0,Oost-Vlaanderen,Flanders
2759,€1095000,Grote Huidevettershoek 1-102,5,B,181,0,1,0,175,0,0,0,0,0,5,0,1,6,Installed,Gas,10659701,9000,1095000,1,Oost-Vlaanderen,Flanders
2760,€449000,Houtmarkt 9,3,Not specified,Not specified,0,1,0,223,0,3,2022,Good,0,1,0,0,0,0,Gas,10659698,8600,449000,1,West-Vlaanderen,Flanders
2761,€420000,Kempische Steenweg 398,3,B,197,0,1,0,500,0,3,1995,Good,0,1,0,1,0,0,Gas,10659696,3560,420000,1,Limburg,Flanders
2762,€590000,Kempische Steenweg 398,6,Not specified,Not specified,0,0,0,1572,0,4,1965,To be done up,0,1,0,1,0,0,Fuel oil,10659694,3500,590000,0,Limburg,Flanders
2763,€275000,"Diestsesteenweg, 3",2,B,124,0,0,0,0,47,3,2016,Good,0,0,0,0,0,Hyper equipped,Gas,28,20,275000,0,,
2764,€690000,Houtmarkt 9,0,F,565,0,0,0,605,0,3,0,Good,0,0,0,0,0,0,Gas,10659692,8630,690000,0,West-Vlaanderen,Flanders
2765,€635000,Hemelrijk 15,3,D,318,0,1,20,2491,40,4,1992,Good,0,1,1,0,2,Installed,Fuel oil,10659690,1730,635000,1,Vlaams-Brabant,Flanders
2766,€675000,Avenue René Gobert 26,2,B,82,0,1,37,0,50,2,2017,As new,0,2,0,0,2,0,Gas,10659678,1180,675000,1,Brussels Hoofdstedelijk Gewest,Brussels
2767,€395000,Brusselsestraat 43,4,C,219,0,0,0,1344,40,0,1996,As new,0,1,0,0,1,Installed,Fuel oil,10659676,9660,395000,0,Oost-Vlaanderen,Flanders
2768,€205000,Brusselsestraat 43,2,F,816,0,0,0,660,13,0,1980,To renovate,0,1,0,0,2,0,Gas,10659675,9660,205000,0,Oost-Vlaanderen,Flanders
2769,€275000,Harelbeeksestraat 109,4,E,467,0,0,0,410,0,0,1967,To renovate,0,1,0,0,0,0,0,10613077,8530,275000,0,West-Vlaanderen,Flanders
2770,€425000,Dokter Honore Dewolfstraat 23,2,D,263,0,1,125,7698,39,4,0,0,0,1,0,1,1,0,Electric,10613048,7864,425000,1,Hainaut,Wallonia
2771,€255000,Dokter Honore Dewolfstraat 23,2,C,228,0,1,0,0,28,3,1995,As new,0,1,0,0,1,0,0,10659669,9820,255000,1,Oost-Vlaanderen,Flanders
2772,€690000,Dokter Honore Dewolfstraat 23,4,C,295,0,1,0,2038,48,4,1982,Just renovated,0,1,0,1,4,0,Gas,10659668,9700,690000,1,Oost-Vlaanderen,Flanders
2773,€225000,Dokter Honore Dewolfstraat 23,4,F,596,0,1,0,289,35,3,0,0,0,1,0,0,0,0,Gas,10659667,9750,225000,1,Oost-Vlaanderen,Flanders
2774,€119000,Westlaan 466,3,E,431,0,0,0,0,0,0,0,To renovate,0,1,0,0,0,0,0,10659666,8800,119000,0,West-Vlaanderen,Flanders
2775,€220000,Oude Vismijn 2a,3,F,1014,0,0,0,495,0,0,1918,To renovate,0,0,0,0,0,0,0,10659664,9160,220000,0,Oost-Vlaanderen,Flanders
2776,€219000,Oude Vismijn 2a,2,D,382,0,0,0,112,0,0,1920,To be done up,0,0,0,0,0,0,0,10659663,9160,219000,0,Oost-Vlaanderen,Flanders
2777,€349000,Stationstraat 4/1,4,D,361,0,0,0,975,0,0,1951,As new,0,1,0,0,0,0,Gas,10659660,8770,349000,0,West-Vlaanderen,Flanders
2778,€289000,Chaussée de Tongres 325,4,Not specified,Not specified,0,0,0,50,0,2,0,To renovate,0,0,4,0,4,Not installed,0,8,3,289000,0,,
2779,€325000,Dendermondsesteenweg 28,3,B,136,0,1,37,115,18,0,1953,Just renovated,0,1,0,0,1,0,Gas,10659648,9340,325000,1,Oost-Vlaanderen,Flanders
2780,€375000,Dendermondsesteenweg 28,6,C,300,0,1,80,1080,0,0,1933,0,0,1,0,1,1,0,Gas,10659647,9260,375000,1,Oost-Vlaanderen,Flanders
2781,€1475000,Muntplein 2,12,Not specified,Not specified,0,1,0,0,0,0,0,0,0,12,0,1,0,0,0,10659642,8020,1475000,1,West-Vlaanderen,Flanders
2782,€195000,Hoegaardsestraat 114,2,Not specified,Not specified,0,0,0,593,0,3,1955,0,0,0,0,0,2,Installed,0,10659639,3350,195000,0,Vlaams-Brabant,Flanders
2783,€395000,Stationsstraat 109,4,B,168,0,0,0,531,0,3,1956,Good,0,2,0,0,2,Installed,Gas,10659638,3621,395000,0,Limburg,Flanders
2784,€669000,Stationsstraat 109,3,B,148,0,0,0,0,0,4,2003,As new,0,1,0,0,2,Installed,Gas,10659637,3770,669000,0,Limburg,Flanders
2785,€145000,Elisabethlaan 21/23,2,B,129,0,0,0,0,0,2,1974,Good,0,1,0,0,1,Installed,Gas,10659635,8800,145000,0,West-Vlaanderen,Flanders
2786,€25.000,Meyskensstraat 222,2,B,193,0,1,80,0,0,2,2009,Good,0,1,0,0,1,0,Gas,10659632,1785,25000,1,Vlaams-Brabant,Flanders
2787,€255000,Van Iseghemlaan 59,2,B,196,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,10659631,8400,255000,0,West-Vlaanderen,Flanders
2788,€259000,Nieuwpoortstraat 14,1,Not specified,Not specified,0,1,0,0,0,0,2014,As new,0,1,0,0,1,0,Gas,10659622,8540,259000,1,West-Vlaanderen,Flanders
2789,€266000,Albert I Laan 234,1,C,250,0,0,0,0,0,0,1973,Just renovated,0,1,0,0,0,Hyper equipped,Electric,10659616,8620,266000,0,West-Vlaanderen,Flanders
2790,€315000,Albert I Laan 234,2,C,227,1,1,0,0,0,0,2003,As new,0,1,0,0,1,Installed,Electric,10659615,8430,315000,1,West-Vlaanderen,Flanders
2791,€179000,Guldenstraat 22,3,Not specified,Not specified,0,0,0,0,0,2,0,Good,0,1,0,0,1,Installed,Fuel oil,10659614,2500,179000,0,Antwerpen,Flanders
2792,€288120,St-Amandsstraat 23,2,Not specified,Not specified,0,1,5,0,42,0,0,0,0,1,0,0,1,0,0,10659613,8610,288120,1,West-Vlaanderen,Flanders
2793,€530403,St-Amandsstraat 23,2,Not specified,Not specified,0,1,112,0,54,0,0,0,0,2,0,0,2,0,0,10659612,8610,530403,1,West-Vlaanderen,Flanders
2794,€515000,Gentseweg 91,2,C,210,0,0,0,0,0,0,1969,To be done up,0,0,0,0,0,0,0,10546830,8793,515000,0,West-Vlaanderen,Flanders
2795,€355000,Brusselsesteenweg 690,6,Not specified,Not specified,0,0,0,0,38,0,1961,0,0,2,0,0,2,0,Gas,10488762,9800,355000,0,Oost-Vlaanderen,Flanders
2796,€355000,Brusselsesteenweg 690,6,Not specified,Not specified,0,0,0,424,38,0,1961,0,0,2,0,0,2,0,Gas,10488761,9800,355000,0,Oost-Vlaanderen,Flanders
2797,€355000,Brusselsesteenweg 690,6,Not specified,Not specified,0,0,0,424,38,0,1961,0,0,2,0,0,2,0,Gas,10488756,9800,355000,0,Oost-Vlaanderen,Flanders
2798,€329000,Keizersplein 21,3,B,126,0,1,0,240,0,0,0,Just renovated,0,1,0,1,2,Installed,Gas,10659603,9308,329000,1,Oost-Vlaanderen,Flanders
2799,€399000,Keizersplein 21,3,Not specified,Not specified,0,1,0,297,0,0,1962,Just renovated,0,1,0,1,2,Installed,Gas,10659601,9200,399000,1,Oost-Vlaanderen,Flanders
2800,€661,Keizersplein 21,3,F,598,0,0,0,90,0,0,0,To be done up,0,1,0,0,0,Semi equipped,Gas,10659600,9000,661,0,Oost-Vlaanderen,Flanders
2801,€35000.Shared,Zeelaan 212,2,C,208,0,1,0,0,0,0,2005,As new,0,1,0,0,1,0,Gas,10659599,8670,35000,1,West-Vlaanderen,Flanders
2802,€585000,Kasteelstraat 198,5,B,127,0,1,0,1070,0,0,1989,As new,0,2,0,0,1,0,Gas,10659596,9120,585000,1,Oost-Vlaanderen,Flanders
2803,€139950,"Stationstraat, 33",1,D,336,1,1,0,0,0,0,1998,As new,0,1,0,0,1,Installed,Electric,8420,20,139950,1,,
2804,€300000,Rue de Wynants 9,3,Not specified,Not specified,0,1,0,0,0,0,0,Good,0,2,0,0,0,0,Fuel oil,2061,155,300000,1,,
2805,€170000,Rue de Wynants 9,1,Not specified,Not specified,0,0,0,0,0,0,0,Good,0,1,0,0,0,0,Fuel oil,2061,155,170000,0,,
2806,€470000,Rue de Wynants 9,4,Not specified,Not specified,0,1,0,0,0,0,0,As new,0,3,0,0,0,0,Fuel oil,2061,155,470000,1,,
